symbol,date,total_score,avg_dominance,avg_price,weighted_rolling_price,weighted_expanding_price,next_day_price,next_day_return
PPL,2024-11-25,37,5.551115123125783e-18,510.7692307692308,510.565175662014,509.03555139127764,,
PRIN,2024-11-21,10,0.0,975.68,976.2454851881499,977.1782557257288,976.1600000000002,0.0004919645785505961
PRIN,2024-11-25,9,0.0,976.1600000000002,974.8704096017997,970.0703976925415,,
PROFL,2024-11-21,86,1.206764157201257e-18,703.7537878787879,703.7317506913755,703.8055166591575,711.0053941908714,0.010304180861236762
PROFL,2024-11-25,120,-3.336006684570783e-19,711.0053941908714,711.0047758671049,699.339868960064,,
PRSF,2024-11-25,1,0.0,10.24,10.262666666666666,10.269473684210526,,
PRVU,2024-11-21,76,-3.0814167007482757e-19,235.3196261682243,235.33880605311535,235.31452318830773,233.5685393258427,-0.007441312358408163
PRVU,2024-11-25,100,-1.9712766772463716e-19,233.5685393258427,233.56072133363267,234.8041611665116,,
PSF,2024-11-21,7,0.0,10.44888888888889,10.461270691423525,10.47592304701817,10.508571428571429,0.005711855137631348
PSF,2024-11-25,5,-1.3877787807814457e-17,10.508571428571429,10.487141552273084,10.474560857729246,,
RADHI,2024-11-21,52,-3.7007434154171884e-18,388.7653846153846,388.7099009056266,387.5808942373263,386.9697841726619,-0.0046187251071727045
RADHI,2024-11-25,56,-1.8260247115545337e-19,386.9697841726619,387.0816934730082,385.52927712837635,,
RAWA,2024-11-21,18,0.0,824.3181818181819,823.5565073980582,821.424500068706,794.163829787234,-0.036580961934428044
RAWA,2024-11-25,36,2.4286128663675298e-18,794.163829787234,795.6885104765323,802.1090194073001,,
RBCL,2024-11-21,6,0.0,16801.333333333332,16800.42857142857,16800.373015873014,16936.358333333334,0.00803656455836847
RBCL,2024-11-25,12,0.0,16936.358333333334,16903.440608465608,17083.74198821877,,
RBCLPO,2024-11-21,5,0.0,12112.5,12121.108058608059,12121.108058608059,,
RFPL,2024-11-21,22,-5.337610695313253e-19,784.5772727272727,784.6313001238161,784.48717142677,820.9723529411764,0.046388139803477384
RFPL,2024-11-25,70,9.54097911787244e-19,820.9723529411764,821.5988212764138,789.1626806491012,,
RHGCL,2024-11-21,30,-5.843279076974508e-18,452.12352941176465,451.8924771229098,451.58414065907635,446.81076923076927,-0.01175068280102022
RHGCL,2024-11-25,30,1.9660199394403813e-18,446.81076923076927,446.7424030571401,448.9995942845857,,
RHPL,2024-11-21,134,-4.651070189213179e-19,451.91520912547526,452.0120284653853,458.4629318774714,455.33576642335765,0.007569024517899488
RHPL,2024-11-25,112,-2.0816681711721684e-19,455.33576642335765,455.41523128391935,460.1353153109574,,
RIDI,2024-11-21,30,0.0,241.2689655172414,241.1961715110137,241.34354075092747,235.2626168224299,-0.024894825084257673
RIDI,2024-11-25,65,-1.7842870038618585e-18,235.2626168224299,235.29718837777384,236.45936964766187,,
RLFL,2024-11-21,76,1.3492293702041833e-18,702.7060606060605,702.7081119962061,703.6656491684522,694.6700598802395,-0.011435792540184259
RLFL,2024-11-25,68,0.0,694.6700598802395,694.7421047741005,699.9681229595566,,
RMF1,2024-11-21,3,0.0,9.48,9.48,9.48,9.47888888888889,-0.00011720581340836337
RMF1,2024-11-25,3,0.0,9.47888888888889,9.495395736382257,9.423360440652848,,
RNLI,2024-11-21,46,0.0,516.5041095890411,516.6288146233279,516.3273535336359,509.54467005076145,-0.013474122294626089
RNLI,2024-11-25,74,1.2479388271057642e-18,509.54467005076145,509.6827553857959,509.61517101166214,,
RSDC,2024-11-21,10,1.0793834961633467e-17,741.7384615384616,741.983857114382,742.3880627503048,753.8818181818183,0.016371480343853013
RSDC,2024-11-25,13,3.2653618371328133e-18,753.8818181818183,754.0381790092393,751.2283221953644,,
RURU,2024-11-21,20,4.336808689942018e-19,740.9888888888889,741.2949438675589,741.4848528134311,726.75,-0.01921606261902269
RURU,2024-11-25,20,-1.3877787807814458e-18,726.75,726.5573989420933,734.2588953665944,,
SADBL,2024-11-21,50,1.270065402054448e-18,463.5544117647059,463.5965144216132,463.7892972055462,452.07731958762884,-0.024758888893722093
SADBL,2024-11-25,68,1.692413147294446e-18,452.07731958762884,452.32759191362,459.65486623177344,,
SAEF,2024-11-21,9,-2.3129646346357427e-18,11.242857142857142,11.246779134449655,11.24829709884259,11.043333333333331,-0.017746717492588
SAEF,2024-11-25,10,0.0,11.043333333333331,11.097871824304152,11.187317069473702,,
SAGF,2024-11-25,7,0.0,10.208000000000002,10.124734265734265,10.185162868180972,,
SAHAS,2024-11-21,84,0.0,525.9347517730497,525.9607961119865,525.6474319043674,512.9927835051546,-0.024607554880647517
SAHAS,2024-11-25,114,0.0,512.9927835051546,513.003717418277,520.2070663137423,,
SALICO,2024-11-21,22,-6.47630097698008e-18,736.33125,736.402778762607,737.2947524834152,727.832258064516,-0.011542348549628854
SALICO,2024-11-25,30,1.8173293557852266e-18,727.832258064516,727.5166089027574,726.3798233294186,,
SAMAJ,2024-11-21,7,8.326672684688674e-18,3574.44,3558.782696969697,3556.681021367521,3685.0827586206897,0.030953872108830927
SAMAJ,2024-11-25,13,4.270088556250602e-18,3685.0827586206897,3689.2192155727453,3628.425676162443,,
SANIMA,2024-11-21,52,-1.02798428206033e-18,316.6600000000001,316.60805144250963,316.8394949943442,314.50390625,-0.006808860449693935
SANIMA,2024-11-25,73,1.734723475976807e-18,314.50390625,314.5756732558209,314.88483249580383,,
SAPDBL,2024-11-21,38,-4.476705744456276e-19,877.8633663366336,877.8574489924006,877.8543709488681,895.9343406593406,0.020585178759785883
SAPDBL,2024-11-25,85,6.468460418896569e-19,895.9343406593406,895.9549883262191,870.7707561417172,,
SARBTM,2024-11-21,66,2.238352872228138e-19,752.0240740740742,751.8615000728273,750.9590188803078,754.2782608695652,0.0029974928638640715
SARBTM,2024-11-25,34,1.32169407693471e-18,754.2782608695652,754.2894280134994,753.5449928380513,,
SBCF,2024-11-25,3,0.0,9.6,9.76852612026397,9.79853140578002,,
SBI,2024-11-21,40,2.4512396943150533e-19,460.41754385964913,460.34191868551835,460.16834329399984,462.8090909090909,0.005194300437367364
SBI,2024-11-25,40,0.0,462.8090909090909,462.48630503130505,461.8744929017703,,
SBL,2024-11-21,16,1.1564823173178713e-18,323.13,323.0519828938533,323.02284577219064,325.9684210526316,0.008784145862753655
SBL,2024-11-25,15,2.8386384152347754e-18,325.9684210526316,325.9075774097596,323.8054723311637,,
SCB,2024-11-21,44,0.0,759.2675675675677,758.978401492911,758.5153456498888,762.7703703703704,0.004613397111145599
SCB,2024-11-25,96,-1.8454505063583054e-19,762.7703703703704,762.9041000021758,761.3286740919467,,
SDBD87,2024-11-25,3,-1.850371707708594e-17,1072.6333333333334,1062.3685522826147,1062.0196966005976,,
SEF,2024-11-21,5,0.0,9.774999999999999,9.76522385620915,9.76522385620915,10.003333333333334,0.023358908780903867
SEF,2024-11-25,7,0.0,10.003333333333334,9.974705814392127,9.889486620641687,,
SFCL,2024-11-21,124,-1.1365429670192874e-18,801.4828402366865,801.1334314297108,801.0457555070034,794.334529147982,-0.008918857310274347
SFCL,2024-11-25,124,6.088212199341678e-19,794.334529147982,794.3041096019232,795.737012753205,,
SFEF,2024-11-21,4,0.0,9.7,9.7,9.7,9.46,-0.024742268041236953
SFEF,2024-11-25,3,0.0,9.46,9.644032634032634,9.653556443556443,,
SFMF,2024-11-21,5,0.0,10.39,10.39,10.39,10.357000000000001,-0.0031761308950913835
SFMF,2024-11-25,7,-6.938893903907228e-18,10.357000000000001,10.338716999990433,10.378605937514282,,
SGHC,2024-11-21,17,-1.8503717077085942e-18,446.962962962963,447.1042488580554,447.2591547341099,442.41639344262296,-0.010172139298075967
SGHC,2024-11-25,29,-1.700029006457271e-18,442.41639344262296,442.76098123051105,443.8277900824813,,
SGIC,2024-11-21,84,-1.6521175961683876e-19,699.9170731707318,699.7930648654526,699.352326496041,704.7272277227722,0.006872463519499111
SGIC,2024-11-25,110,-6.938893903907229e-19,704.7272277227722,704.8236102023031,697.6626776364716,,
SHEL,2024-11-21,88,-7.080503983578805e-19,266.45639097744356,266.3938954286052,266.7769593962325,259.26627906976745,-0.026984197606597395
SHEL,2024-11-25,86,1.0408340855860842e-18,259.26627906976745,259.27542243300763,262.50186197889303,,
SHINE,2024-11-21,62,-9.912705577010326e-19,472.61999999999995,472.629022059416,472.30665452625175,462.72556390977445,-0.02093528858327091
SHINE,2024-11-25,72,1.1846892031061123e-18,462.72556390977445,462.76987973504373,465.65409558103545,,
SHIVM,2024-11-21,90,3.304235192336775e-19,587.9825757575758,588.0400613865696,587.4422841304768,579.0088353413655,-0.015261915550215421
SHIVM,2024-11-25,112,-4.163336342344337e-19,579.0088353413655,579.135780393962,584.3959142658857,,
SHL,2024-11-21,32,3.0839528461809902e-18,561.2571428571429,561.137030309623,561.3764044030224,560.1053333333333,-0.002052195751035158
SHL,2024-11-25,60,-8.163404592832033e-19,560.1053333333333,559.9913966359359,559.5824557891605,,
SHLB,2024-11-21,9,0.0,2680.0,2680.0,2680.0,2491.2224489795917,-0.07043938470910757
SHLB,2024-11-25,36,-2.262682794752357e-18,2491.2224489795917,2494.608089764574,2549.943252889148,,
SHPC,2024-11-21,46,-1.6749054250810552e-18,544.6823529411764,544.7660830892418,545.3497954411117,562.930042918455,0.03350152594212881
SHPC,2024-11-25,61,0.0,562.930042918455,562.8380464117624,551.5748525877337,,
SICL,2024-11-21,5,9.25185853854297e-18,843.2999999999998,843.1167816091953,843.1167816091953,839.6347826086956,-0.004346279368320031
SICL,2024-11-25,28,-1.261617073437678e-18,839.6347826086956,840.4015657398155,842.2721259468652,,
SIFC,2024-11-21,36,-3.96508223080413e-18,675.1408163265306,674.9099821150787,674.9513964969136,674.3027027027027,-0.0012413908381189353
SIFC,2024-11-25,44,0.0,674.3027027027027,674.0251810443154,673.4345679491895,,
SIGS2,2024-11-21,3,0.0,9.85,9.85,9.85,,
SIGS3,2024-11-25,9,-1.599198204416119e-17,9.908333333333333,9.91517871620256,9.937076594837428,,
SIKLES,2024-11-21,19,3.0839528461809902e-18,777.4392857142857,778.0759735293271,780.5833293777854,764.5685714285714,-0.016555266143888095
SIKLES,2024-11-25,19,4.747664250041788e-18,764.5685714285714,764.803104243721,763.4239665516052,,
SINDU,2024-11-21,34,3.3042351923367752e-18,843.1818181818181,842.1798323865074,839.7756401677473,851.1048000000001,0.009396528301886935
SINDU,2024-11-25,56,7.11681426041767e-19,851.1048000000001,851.2729721820192,833.673099036564,,
SJCL,2024-11-21,48,1.5419764230904951e-18,361.6102564102564,361.99388282791904,365.52749396637773,371.54076923076923,0.027461922455115327
SJCL,2024-11-25,66,-3.6308165776258755e-19,371.54076923076923,371.479287660369,377.26941760827566,,
SJLIC,2024-11-21,40,9.912705577010326e-19,477.43783783783783,477.7018576032882,477.72478139942757,471.90584415584414,-0.0115868354863668
SJLIC,2024-11-25,48,-6.847592668329502e-19,471.90584415584414,472.0774974633374,470.4106490729977,,
SKBBL,2024-11-21,16,0.0,946.8222222222223,946.6549343081604,946.1800104845345,934.0608695652173,-0.013478087393273967
SKBBL,2024-11-25,30,-6.30808536718839e-19,934.0608695652173,934.5146100684891,938.3454100540495,,
SLBBL,2024-11-21,20,0.0,970.7032258064515,969.8293203802815,969.1813067376789,964.6058823529411,-0.00628136725150454
SLBBL,2024-11-25,17,-4.625929269271485e-18,964.6058823529411,963.92235008163,968.4126250332743,,
SLBSL,2024-11-21,11,0.0,1633.611111111111,1632.506022277361,1631.9574648478135,1716.703947368421,0.050864514627838094
SLBSL,2024-11-25,34,2.3129646346357427e-18,1716.703947368421,1711.5665092381903,1739.5946945551889,,
SLCF,2024-11-21,5,1.61907524424502e-17,9.751111111111111,9.740857603153657,9.740723194968181,9.62,-0.013445761166818693
SLCF,2024-11-25,3,0.0,9.62,9.666367521367523,9.734371780988702,,
SMATA,2024-11-21,11,0.0,924.4923076923077,923.8312167559318,923.6777296390139,899.4727272727272,-0.027063048779749934
SMATA,2024-11-25,11,4.163336342344337e-18,899.4727272727272,898.460933481005,908.6589791722508,,
SMB,2024-11-21,11,6.938893903907228e-18,2554.7999999999997,2567.082656749954,2567.7198875838844,2512.133333333333,-0.01670058973957512
SMB,2024-11-25,18,-6.938893903907228e-18,2512.133333333333,2516.284549806834,2453.9912282874693,,
SMFBS,2024-11-21,15,4.270088556250602e-18,2004.7777777777778,2005.7415378573169,2008.4184455584573,1946.7196078431375,-0.0289599029768754
SMFBS,2024-11-25,40,-3.4694469519536144e-19,1946.7196078431375,1953.309817248465,1967.8147848495519,,
SMH,2024-11-21,17,4.336808689942018e-18,1179.357142857143,1177.790382902075,1172.6941636494134,1094.5857142857144,-0.07187935315850032
SMH,2024-11-25,7,5.204170427930421e-18,1094.5857142857144,1100.6431784617869,1172.7599038843798,,
SMHL,2024-11-21,45,2.3772136522645136e-18,910.1275409836067,910.6044811132864,920.3545912121344,939.5357692307692,0.03231220562271974
SMHL,2024-11-25,57,-1.1682831572905027e-18,939.5357692307692,940.1090792242238,915.4298602434948,,
SMJC,2024-11-21,45,0.0,560.4857142857143,560.4904512684483,560.2609800998295,547.0927536231884,-0.02389527568886197
SMJC,2024-11-25,68,-6.30808536718839e-19,547.0927536231884,547.1995259362552,554.2587444167091,,
SMPDA,2024-11-21,30,1.261617073437678e-18,986.1923076923077,986.3724275045806,989.7926645659209,984.8967741935483,-0.0013136722814143964
SMPDA,2024-11-25,19,-1.6326809185664067e-18,984.8967741935483,986.8717908836494,990.0325258013042,,
SNLI,2024-11-21,66,-1.1734894102196049e-18,624.536936936937,624.8859644043796,624.2861793643868,619.8684931506849,-0.007475048328043813
SNLI,2024-11-25,60,4.034240641806528e-19,619.8684931506849,619.8803371754847,623.13210163833,,
SONA,2024-11-21,80,-1.3299546649155522e-18,471.2793939393939,471.2467848195799,471.28281238988706,472.3705069124424,0.0023152146838586623
SONA,2024-11-25,100,-2.2145406076299663e-19,472.3705069124424,472.43555365121944,470.15562892916546,,
SPC,2024-11-21,42,0.0,544.0924528301887,544.2034854625575,546.0304291627759,530.2545454545455,-0.025433007393620363
SPC,2024-11-25,72,-1.5178830414797062e-18,530.2545454545455,530.2974307868329,535.3312163700359,,
SPDL,2024-11-21,46,9.71445146547012e-19,316.55849056603773,316.52740808537425,316.46996108402084,310.5917525773196,-0.018848769395030354
SPDL,2024-11-25,48,-3.9650822308041304e-19,310.5917525773196,310.5282912851147,312.84707568505286,,
SPHL,2024-11-21,16,-3.2025664171879517e-18,770.0666666666665,769.2481140883139,768.3084084852388,756.3125,-0.017861007704960387
SPHL,2024-11-25,28,1.32169407693471e-18,756.3125,756.1919771561845,761.0411382317238,,
SPIL,2024-11-21,18,4.956352788505163e-18,842.24,841.2992963461402,840.5330608445789,849.2117647058824,0.008277646164848948
SPIL,2024-11-25,22,4.382459307730881e-18,849.2117647058824,848.5075607073404,838.0337202503988,,
SPL,2024-11-21,40,-6.195440985631454e-20,953.5069444444445,953.4935204863903,953.2282224737695,966.2025,0.013314591602636438
SPL,2024-11-25,38,-1.7037462710486498e-19,966.2025,966.5274338504271,962.2552736330211,,
SRLI,2024-11-21,64,-9.912705577010326e-20,445.79699999999997,445.81245905696045,446.2068110110303,445.4106870229008,-0.0008665670183944272
SRLI,2024-11-25,62,-8.117616265788905e-19,445.4106870229008,445.3966945690522,445.4110897521855,,
SSHL,2024-11-21,44,2.05596856412066e-18,229.87543859649122,229.91689492938252,229.96888128889626,226.54561403508777,-0.014485342939349074
SSHL,2024-11-25,62,3.558407130208835e-19,226.54561403508777,226.45322435391734,227.31474767465437,,
STC,2024-11-21,11,1.214306433183765e-17,5725.428571428572,5732.084785491684,5741.036206448284,5724.7,-0.00012725185887524782
STC,2024-11-25,13,8.831319514063745e-18,5724.7,5721.718066365547,5712.173322854535,,
SWBBL,2024-11-21,8,-5.9476233462061954e-18,910.3333333333334,908.3676200342867,908.2481539767062,898.0,-0.013548150860490703
SWBBL,2024-11-25,9,0.0,898.0,899.26929252305,897.3759647854998,,
SWMF,2024-11-21,34,-2.7755575615628915e-18,831.7605263157895,831.9420328218241,830.7598511548127,812.0769230769231,-0.02366498843850315
SWMF,2024-11-25,22,0.0,812.0769230769231,812.1098002047129,822.6239488340118,,
TAMOR,2024-11-21,34,1.2046690805394493e-18,510.95000000000005,510.24213660670296,508.73541381721617,502.6864077669902,-0.01617299585675669
TAMOR,2024-11-25,58,4.1023865985938005e-19,502.6864077669902,502.47743485918454,506.5960271347443,,
TPC,2024-11-21,28,1.0408340855860842e-18,545.1477272727273,545.1724834420594,544.8788939985008,527.5846153846154,-0.03221716061438398
TPC,2024-11-25,27,6.938893903907228e-18,527.5846153846154,528.6761801936262,536.3097298309781,,
TRH,2024-11-21,7,2.3129646346357427e-18,1139.7941176470588,1143.8500290166273,1151.9729914349844,1138.1083333333333,-0.0014790252797632387
TRH,2024-11-25,9,2.3129646346357427e-18,1138.1083333333333,1138.5793686684979,1136.6014171040524,,
TSHL,2024-11-21,29,0.0,973.5,973.5,973.5,970.9829842931937,-0.0025855323131035637
TSHL,2024-11-25,122,8.247046033332361e-19,970.9829842931937,970.571293169916,1010.5001659352448,,
TVCL,2024-11-21,34,0.0,516.1833333333333,516.1846827968731,516.378181309965,501.6507936507937,-0.0281538336170087
TVCL,2024-11-25,36,-3.620292471603771e-18,501.6507936507937,501.7567519898158,509.2300281661216,,
UAIL,2024-11-21,19,-5.493291007259889e-18,653.1266666666667,654.4422068094183,654.7766125571483,659.67,0.01001847523196107
UAIL,2024-11-25,26,-2.523234146875356e-18,659.67,659.1275909015593,651.3895328872406,,
UHEWA,2024-11-21,36,1.8503717077085942e-18,669.8746031746032,670.0310670468223,673.7883207402278,650.744,-0.02855848405648057
UHEWA,2024-11-25,36,1.2390881971262907e-19,650.744,651.0656947382538,657.5119667994076,,
ULBSL,2024-11-25,14,-1.951563910473908e-18,3134.285714285714,3139.0285688801987,3082.848814235437,,
ULHC,2024-11-21,50,-7.178166107490236e-19,444.2660714285715,444.05761245575775,443.2104710263393,444.65436893203884,0.0008740201614288395
ULHC,2024-11-25,50,0.0,444.65436893203884,444.47952276587,444.38908859719834,,
UMHL,2024-11-21,34,-2.0816681711721684e-18,326.8818181818182,326.9091524336921,327.0299044165817,330.3931818181818,0.0107419973857663
UMHL,2024-11-25,58,-3.304235192336775e-19,330.3931818181818,330.4004755592558,329.2387735244613,,
UMRH,2024-11-21,47,0.0,531.9150684931507,531.9503666420112,532.5592221722196,535.9727272727273,0.007628395997638252
UMRH,2024-11-25,60,6.746146851020917e-19,535.9727272727273,536.1776842479856,535.3196412035687,,
UNHPL,2024-11-21,22,0.0,279.6814814814815,279.3884401176435,278.4891055933064,283.5872727272727,0.013965140720444181
UNHPL,2024-11-25,28,0.0,283.5872727272727,283.2859113836999,279.7938436924672,,
UNL,2024-11-25,3,1.850371707708594e-17,46583.666666666664,47066.53333333333,47065.58095238095,,
UNLB,2024-11-21,10,-9.25185853854297e-18,2765.75,2775.4879873409814,2785.001232123821,2727.5815789473686,-0.013800387255764766
UNLB,2024-11-25,17,5.102127870520021e-18,2727.5815789473686,2728.158614464244,2739.3409227915604,,
UPCL,2024-11-21,50,0.0,279.2116666666667,279.15660278082265,278.72669504797705,277.2512396694215,-0.007021293274201216
UPCL,2024-11-25,59,3.662194004839926e-18,277.2512396694215,277.26313895834056,274.43005993977226,,
UPPER,2024-11-21,78,-1.1412654447215837e-18,214.11167883211678,214.09326053774436,214.2436970343544,212.25973451327434,-0.00864943159076594
UPPER,2024-11-25,120,9.682177540335667e-19,212.25973451327434,212.20877794429077,213.71717950283232,,
USHEC,2024-11-21,26,0.0,594.9375,594.9278864182321,595.2387805655941,578.9435897435898,-0.026883345320155867
USHEC,2024-11-25,55,0.0,578.9435897435898,579.2635807520284,589.380577966989,,
USHL,2024-11-21,21,-9.912705577010326e-19,808.3631578947368,805.3417538907512,803.1087451260531,816.2666666666665,0.00977717588282138
USHL,2024-11-25,37,-1.261617073437678e-18,816.2666666666665,815.1041161501639,812.9548821812215,,
USLB,2024-11-21,18,9.251858538542971e-19,1703.2740740740742,1701.0792560931966,1700.0137192767465,1628.7533333333333,-0.043751467761435556
USLB,2024-11-25,16,0.0,1628.7533333333333,1630.431108189514,1668.4942723025404,,
VLBS,2024-11-21,3,0.0,939.0,939.0,939.0,947.0076923076923,0.00852789383140821
VLBS,2024-11-25,14,2.0408511482080084e-18,947.0076923076923,947.5312007143214,941.791253308124,,
VLUCL,2024-11-21,42,-1.610814656264178e-18,676.0421875,676.203715865969,677.718929825404,652.0261904761904,-0.0355244058253532
VLUCL,2024-11-25,49,3.469446951953614e-18,652.0261904761904,652.123839506408,655.548185534982,,
WNLB,2024-11-21,8,0.0,2550.0,2558.0384615384614,2560.226587138352,2408.684210526316,-0.05541795665634673
WNLB,2024-11-25,13,-3.2025664171879517e-18,2408.684210526316,2421.019585425628,2445.7929030664827,,
